,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude
1949,AL,Alabama,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.8440000000000001,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762
1950,LA,Louisiana,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.44299999999999995,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
1951,MD,Maryland,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.287999999999999,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
1952,AR,Arkansas,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.82,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
1953,FL,Florida,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.312,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
1954,AZ,Arizona,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.6060000000000003,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277
1955,HI,Hawaii,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.466,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403
1956,TX,Texas,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
1957,UT,Utah,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.3559999999999999,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635
1958,MT,Montana,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.02,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645
1959,NC,North Carolina,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.612,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463
1960,NV,Nevada,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.3080000000000003,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564
1961,MN,Minnesota,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.494,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
1962,LA,Louisiana,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.859,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
1963,MS,Mississippi,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.215,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
1964,AR,Arkansas,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.199,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
1965,HI,Hawaii,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.017,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403
1966,VT,Vermont,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.095,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791
1967,UT,Utah,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.434,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635
1968,ID,Idaho,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.885,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042
1969,IN,Indiana,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.093,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
1970,GA,Georgia,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.0390000000000001,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
1971,WA,Washington,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.404,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
1972,WA,Washington,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.685,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
1973,GA,Georgia,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.6779999999999999,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
1974,TX,Texas,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.86,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
1975,WI,Wisconsin,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.402,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742
1976,NM,New Mexico,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.171,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985
1977,OH,Ohio,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
1978,FL,Florida,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.006,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
1979,NJ,New Jersey,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.579,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
1980,WY,Wyoming,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.27,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
1981,NY,New York,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,10.155,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
1982,CA,California,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.9509999999999998,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
1983,VA,Virginia,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.836,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
1984,CT,Connecticut,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.211,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
1985,PA,Pennsylvania,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.959,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294
1986,CA,California,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.659,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
1987,TX,Texas,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.591,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
1988,FL,Florida,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.733,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
1989,WY,Wyoming,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.857,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
1990,DE,Delaware,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.7469999999999999,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168
1991,MA,Massachusetts,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.13,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675
1992,WY,Wyoming,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.263999999999999,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
1993,NM,New Mexico,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.518,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985
1994,ME,Maine,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.2410000000000005,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
1995,MN,Minnesota,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.809,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
1996,NH,New Hampshire,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.369,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
1997,CT,Connecticut,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5760000000000001,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
1998,MN,Minnesota,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.4169999999999998,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
1999,AK,Alaska,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.61,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
2000,OK,Oklahoma,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.9329999999999999,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
2001,SC,South Carolina,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.796,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
2002,PA,Pennsylvania,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.332,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294
2003,AR,Arkansas,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.3,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
2004,CO,Colorado,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.8340000000000001,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921
2005,IN,Indiana,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.345,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
2006,OR,Oregon,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.784,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326
2007,WY,Wyoming,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.426,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
2008,TN,Tennessee,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.832,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914
2009,IN,Indiana,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.231,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
2010,WY,Wyoming,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6880000000000002,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
2011,NM,New Mexico,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.902,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985
2012,CA,California,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.141,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
2013,MS,Mississippi,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.13,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
2014,OH,Ohio,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.932,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
2015,OH,Ohio,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.384,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
2016,RI,Rhode Island,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.5090000000000001,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
2017,SD,South Dakota,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.389,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
2018,SC,South Carolina,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.619,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
2019,PA,Pennsylvania,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.462999999999999,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294
2020,OK,Oklahoma,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.555,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
2021,NE,Nebraska,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.2329999999999999,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
2022,ID,Idaho,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.672,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042
2023,IN,Indiana,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.888,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
2024,OK,Oklahoma,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.3660000000000005,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
2025,WA,Washington,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.284,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
2026,DE,Delaware,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.818,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168
2027,ND,North Dakota,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.536,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049
2028,MO,Missouri,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.819,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053
2029,NC,North Carolina,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.43700000000000006,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463
2030,VT,Vermont,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.428999999999999,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791
2031,AR,Arkansas,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.38799999999999996,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
2032,NE,Nebraska,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.946,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
2033,TN,Tennessee,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.235,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914
2034,NC,North Carolina,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463
2035,KY,Kentucky,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.8580000000000005,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048
2036,MS,Mississippi,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.565,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
2037,IA,Iowa,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.507,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556
2038,HI,Hawaii,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.635,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403
2039,SD,South Dakota,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.532,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
2040,NE,Nebraska,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.6189999999999998,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
2041,CA,California,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.664,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
2042,MD,Maryland,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.022,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
2043,FL,Florida,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.527,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
2044,SC,South Carolina,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.83,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
2045,MS,Mississippi,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.373,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
2046,SC,South Carolina,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.783,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
2047,NY,New York,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.804,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
